PDBID,pK
1p28,5.42
1oyn,6.26
1p1n,6.8
1p1o,5.76
1p2a,7.92
1p4u,5.3
1oz0,7.7
1p57,4.4
1p1q,4.89
1p7m,4.38
1p6e,2.92
1p6d,2.94
1p5e,4.81
1p93,7.72
1pau,9.46
1pb8,5.15
1pa9,4.6
1pbk,9.05
1pb9,3.62
1pdq,5.3
1p2g,2.13
1p4r,8.1
1pcg,7.6
1pf8,7.51
1pbq,6.27
1pdz,3.7
1pf7,10.14
1pg2,4.96
1pfy,8.15
1ph0,6.92
1pfu,2.72
1pip,5.0
1pi4,7.43
1pi5,7.77
1orw,7.6
1pig,9.15
1pgp,5.7
1pme,9.4
1pmn,8.15
1pmu,6.23
1pmx,5.14
1pot,5.49
1pop,9.0
1phw,3.3
1pph,5.92
1ppc,6.16
1ppk,7.66
1pkx,6.92
1ppl,8.55
1ppw,4.3
1ppi,5.01
1ppx,7.28
1pl0,8.22
1prl,4.23
1prm,4.23
1ppm,5.8
1pro,11.3
1pu7,3.1
1pu8,3.1
1pq6,8.1
1pun,7.28
1pqc,7.0
1puq,7.28
1pk0,7.57
1pum,3.05
1pq3,7.52
1pus,7.28
1pw6,5.22
1pr1,5.3
1pwp,6.3
1pwu,5.68
1ps3,2.28
1pr5,3.92
1pwq,4.96
1pxj,4.89
1pxi,4.77
1pxk,5.66
1pxl,6.05
1pwy,4.05
1pxh,8.74
1py2,7.22
1pxm,7.22
1pxn,7.15
1pxp,6.66
1pxo,8.7
1py5,7.29
1py1,4.4
1pyn,5.49
1pye,6.41
1pzo,3.32
1pzi,4.22
1pz5,5.4
1pzp,3.31
1pyw,7.7
1pzj,3.49
1q1y,7.7
1q0b,5.17
1q1m,5.16
1q3w,8.4
1q3d,7.82
1q41,7.66
1q4x,9.48
1q4k,6.55
1q4w,6.46
1q5l,3.22
1q54,5.85
1q1g,8.57
1q63,5.85
1q4l,7.4
1q65,5.46
1q66,5.77
1q6m,7.89
1q6k,7.59
1q5k,7.42
1q6j,7.8
1q6p,8.52
1q6t,8.3
1q6n,7.64
1q7a,7.19
1px4,3.23
1q8t,4.76
1q6s,7.92
1q72,6.85
1q8w,5.24
1pyg,5.52
1q91,4.15
1q8u,5.96
1q83,12.39
1qaq,4.74
1qan,4.48
1q84,11.05
1q9d,4.6
1qb9,7.44
1qb1,6.77
1qbn,5.85
1qb6,6.06
1qbo,7.74
1qaw,5.12
1qbr,10.57
1qbt,10.62
1qbs,9.47
1qbu,10.24
1qbv,5.39
1qbq,8.3
1qcp,7.52
1q9m,6.48
1qca,5.27
1qf0,7.38
1qft,8.77
1qf2,5.92
1qhc,7.57
1qf1,7.32
1qi0,2.35
1qhr,6.89
1qfs,9.48
1qiw,7.74
1qin,8.0
1qf5,7.37
1qj1,8.05
1qj6,7.74
1qf4,6.18
1qj7,8.1
1qji,4.85
1qja,6.38
1qjb,6.38
1qka,5.92
1qkn,8.47
1qku,9.59
1q95,7.57
1qkb,7.35
1ql7,5.0
1qkt,9.04
1qk4,4.21
1ql9,5.35
1qng,7.89
1qnh,6.06
1qpl,8.51
1qk3,5.15
1qpf,7.57
1qm4,4.3
1qq9,2.06
1qon,8.96
1qpe,7.7
1qr3,6.59
1qs4,5.64
1qsc,3.68
1qvt,4.38
1qtn,7.3
1qwe,5.92
1qvu,4.46
1qwf,6.35
1qxw,5.15
1qxk,5.05
1qti,6.44
1qw7,3.6
1qxl,7.96
1qxy,4.8
1qm5,5.82
1qxz,4.72
1qy1,6.52
1qy2,5.74
1r0p,8.0
1r0x,3.83
1qyg,6.85
1qpb,1.36
1r10,3.83
1qx1,2.12
1r17,6.42
1r2b,4.94
1qwu,3.22
1r1h,8.92
1r4w,4.05
1r5g,7.52
1r58,6.96
1r1i,8.54
1r1j,8.64
1r5h,6.74
1r6g,9.21
1r5y,6.46
1r5n,5.42
1rbp,6.72
1r6n,7.4
1r9l,5.4
1rdi,2.06
1r78,8.52
1r5v,4.48
1rd4,7.74
1r5w,5.54
1rdj,1.66
1rdl,2.24
1rdn,1.84
1rdt,6.7
1pmv,6.82
1re8,9.52
1rgj,8.31
1rej,8.3
1rgk,4.31
1rgl,4.43
1re1,5.21
1r6z,5.0
1rek,6.7
1rhj,8.04
1rhq,7.75
1rhk,9.11
1rhm,5.76
1rin,3.15
1rlp,5.1
1riw,7.55
1rlq,5.1
1rjk,10.0
1rev,7.48
1rhr,8.1
1rhu,8.52
1rm8,9.0
1rnm,3.07
1rmz,8.0
1rnt,5.19
1ros,8.77
1rpf,3.99
1ro6,6.46
1rpj,6.48
1rpa,6.0
1rq2,2.52
1rne,8.7
1rql,2.75
1rr6,10.25
1rri,5.82
1ro7,3.18
1rrw,4.55
1pvn,9.82
1rry,4.1
1rs2,4.3
1rst,4.43
1rp7,8.52
1rs4,7.17
1rtf,3.04
1rsd,6.52
1rbo,12.72
1ru1,4.74
1rsi,4.42
1rt1,8.1
1rtl,5.59
1rt9,10.25
1rt2,8.22
1ru2,6.49
1rxp,7.14
1rw8,6.76
1rv1,6.85
1ryf,8.8
1rww,8.3
1rth,6.4
1rzx,4.1
1s17,8.3
1ryh,7.56
1rti,4.77
1s19,9.51
1rwx,7.37
1s39,7.7
1s5q,5.28
1s3k,6.62
1s38,5.15
1s50,7.2
1s26,3.07
1s4d,6.49
1s9v,4.0
1sbg,7.74
1rwq,10.0
1s64,8.4
1s63,9.05
1sb1,6.89
1s5z,3.21
1sdt,9.27
1sc8,7.44
1sbr,5.0
1s89,5.24
1sdu,10.07
1sdv,8.74
1shd,6.17
1sgu,5.37
1siv,8.08
1s9t,6.82
1sfi,10.0
1skj,5.15
1shc,7.28
1sh9,6.03
1sln,6.64
1sm2,8.0
1sj0,9.1
1slg,3.9
1sl3,11.85
1sle,6.17
1sld,6.57
1sps,8.52
1snk,9.6
1sme,11.22
1sm3,4.62
1sqa,9.21
1sqn,9.4
1sqc,6.85
1soj,6.62
1sqo,7.46
1so2,9.57
1sqt,6.2
1sre,3.85
1sqi,7.7
1sr7,10.1
1srg,5.3
1sri,6.08
1stc,8.1
1str,4.77
1sje,8.22
1sjh,8.05
1sv3,4.35
1std,10.33
1stp,13.4
1sve,8.3
1svg,8.7
1sts,5.0
1sw1,7.3
1sw2,7.22
1svh,6.44
1swg,7.36
1swk,12.0
1ssq,6.0
1swn,12.0
1swp,11.0
1swr,6.92
1syi,5.44
1syh,6.41
1szm,5.53
1szd,4.54
1sqq,7.82
1sz0,9.0
1t08,5.51
1t2v,6.4
1syo,9.0
1t29,6.05
1t1r,5.4
1t31,8.64
1t32,7.42
1t37,4.35
1t46,6.43
1t4e,7.1
1t48,3.46
1t1s,5.15
1t13,7.38
1t49,4.66
1t4j,5.1
1t4v,7.68
1t69,6.32
1t79,6.04
1t7d,6.03
1t7f,5.74
1t4s,2.44
1sqp,8.2
1t5f,4.22
1t7j,8.7
1t7r,5.96
1tcw,6.02
1ta2,8.52
1tbz,9.8
1ta6,9.13
1td7,4.37
1tc1,2.7
1tfq,7.92
1tcx,6.95
1tft,8.3
1t3t,4.96
1thl,6.42
1tet,6.08
1thr,5.38
1ths,7.54
1tfz,8.15
1tg5,7.92
1thz,5.15
1tkt,6.15
1tka,6.1
1tkb,8.0
1tkc,4.85
1tkx,7.54
1tl9,5.52
1tlo,4.0
1tmm,6.64
1tlp,7.55
1tkz,6.62
1tl7,7.92
1tng,2.93
1tmb,6.74
1tmn,7.3
1tl3,6.2
1tnh,3.37
1tl1,6.42
1tni,4.0
1tnj,1.96
1tnl,1.88
1tnk,1.49
1tom,8.3
1tou,6.0
1tog,3.22
1toj,3.39
1tow,6.24
1toi,4.05
1tok,2.47
1tr7,6.82
1tps,8.0
1trd,5.4
1tpz,6.19
1tq4,6.19
1tpw,3.3
1tqf,5.85
1tsi,3.48
1ttm,7.35
1tsl,6.15
1ttv,6.8
1tsm,6.0
1tt1,8.15
1tsv,4.8
1tsy,4.96
1tvo,6.85
1tuf,4.05
1tx7,4.6
1tu6,9.08
1txr,7.74
1tyr,7.0
1tze,6.83
1tyn,9.7
1tve,5.68
1u1b,7.8
1tv6,5.4
1u1w,5.85
1tys,5.49
1u32,7.01
1tvr,7.48
1u0h,6.96
1u2y,1.74
1u0g,6.15
1u3r,8.3
1u33,4.6
1u3q,8.46
1u6q,5.88
1u8t,4.26
1u2r,5.41
1u59,7.25
1u3s,8.85
1u9e,8.24
1u71,7.48
1u9l,5.02
1u9w,8.46
1u9q,8.33
1u9v,8.22
1u9x,8.15
1u65,7.58
1uef,5.49
1udt,9.3
1ugp,2.89
1ua4,4.22
1udu,9.05
1ugw,3.09
1ugy,3.72
1uj0,4.57
1ui0,7.06
1ugx,5.91
1uj6,3.05
1uho,9.22
1ujk,6.57
1uj5,3.05
1ucn,5.22
1uh1,5.48
1ujj,6.1
1ukh,6.38
1ule,5.92
1uk0,8.1
1uml,7.52
1uk1,7.22
1ukt,2.25
1umw,6.55
1ung,6.8
1unh,7.0
1ulg,4.21
1unl,6.7
1uom,7.72
1upk,6.4
1uod,3.11
1urg,5.82
1urc,4.72
1uou,7.7
1upf,4.6
1swi,3.1
1urw,8.52
1ur9,5.77
1uti,5.62
1usn,7.74
1utj,3.84
1utm,3.01
1utl,2.47
1utc,4.55
1usi,6.74
1utn,3.49
1utp,1.44
1utr,8.0
1uu8,5.05
1uu7,4.85
1uu3,6.12
1uu9,5.4
1uvr,6.0
1uvs,5.4
1uv5,8.3
1utt,4.0
1uvt,7.64
1uwf,6.82
1uvu,5.0
1uw6,7.34
1ux7,3.0
1sqb,7.95
1uwh,7.66
1uwb,8.34
1uxa,2.3
1uxb,2.15
1uy6,3.7
1uy7,3.7
1uy8,4.12
1uy9,4.82
1t5a,4.62
1uyc,4.39
1uyd,3.7
1uv6,5.12
1uye,3.7
1uyf,4.52
1utz,5.85
1uyk,4.77
1uyg,4.27
1uwt,5.97
1uyh,4.84
1uym,6.0
1uyi,5.39
1uwu,5.98
1uz1,6.89
1v0k,5.1
1uz4,3.4
1uz8,4.96
1v0l,7.55
1uze,8.9
1v0m,5.1
1v0n,7.55
1v0o,5.26
1v2j,3.25
1v0p,6.89
1v1k,4.46
1v2k,6.19
1v2l,4.29
1v2h,5.3
1v2m,4.29
1tjp,4.42
1v2n,5.9
1uys,3.6
1v2o,4.73
1v2p,4.73
1v2q,4.13
1v2s,4.17
1v2r,3.55
1v2t,4.71
1v2v,3.37
1v2u,3.37
1v11,3.98
1v1j,4.82
1v16,3.87
1v2w,4.01
1v3x,7.62
1v79,7.89
1v7a,8.01
1vcu,3.85
1v41,4.7
1veb,7.41
1vgc,5.92
1vij,9.52
1v1m,3.94
1vj6,5.1
1vea,7.52
1vik,9.52
1v48,7.8
1vj9,7.55
1vja,7.7
1vfn,5.6
1vjc,3.58
1vjb,7.89
1vjy,7.64
1vjd,3.54
1vr1,6.89
1vcj,4.59
1vsn,9.7
1vj5,6.92
1vkj,4.85
1vso,4.72
1vwf,6.51
1vrt,7.1
1vyf,8.05
1vot,6.6
1vyg,8.0
1vwl,5.63
1vyz,6.54
1vwn,5.82
1vyq,5.3
1vzq,7.44
1vyj,7.0
1w0x,5.3
1vru,7.0
1w0z,7.68
1vyw,7.43
1w10,7.55
1w12,7.85
1w11,8.22
1w1g,7.68
1w13,8.7
1w14,8.52
1w1d,6.52
1w0y,6.42
1w2g,4.57
1w1p,2.3
1w22,6.76
1w2h,5.0
1w2k,6.46
1w1y,2.62
1w1t,2.96
1w25,6.3
1w1v,2.2
1w3j,6.32
1w3k,4.3
1w3l,6.28
1w4o,5.22
1w4p,4.74
1w4q,5.26
1w5v,8.15
1w51,6.3
1w5w,8.8
1w5x,8.4
1w5y,8.48
1w70,3.7
1w2x,5.14
1w6h,9.3
1w4l,8.4
1w6y,5.36
1w80,4.54
1w7h,3.0
1w7g,5.1
1w7x,8.4
1w31,3.6
1w6j,8.19
1w6r,6.15
1w8l,0.49
1w82,6.71
1w8m,1.6
1w84,4.46
1w83,7.19
1w76,6.15
1w96,8.41
1wax,4.07
1w9u,6.09
1w9v,6.34
1way,3.4
1waw,7.89
1wb0,5.35
1wbg,3.0
1wbo,3.0
1wbn,6.46
1wbw,4.36
1wbt,6.47
1wbs,6.2
1wcc,3.46
1wdn,6.3
1we2,4.36
1wc1,4.0
1wc6,4.0
1wdq,1.98
1wbv,3.79
1uto,2.27
1wdy,7.89
1wdr,2.52
1wcq,6.26
1wkm,0.82
1wm1,6.3
1ws1,9.55
1wn6,4.68
1wht,3.7
1ws4,3.0
1ws5,3.03
1wqv,6.89
1wug,5.8
1wu1,7.74
1wum,5.29
1wss,7.77
1wvj,6.73
1wtg,7.03
1wun,7.21
1wv7,7.26
1wok,7.48
1wzy,6.25
1x0n,7.7
1wxz,8.07
1x11,6.49
1x07,3.28
1wva,6.57
1x1z,11.06
1x38,8.77
1usk,6.4
1x39,9.22
1x76,8.72
1wuq,8.27
1x7a,7.89
1wur,6.66
1wvc,4.46
1x78,7.85
1x6u,3.22
1x7e,5.97
1x8d,2.21
1x7r,8.05
1x8b,7.01
1x7b,8.39
1x7q,6.73
1x8s,5.1
1xa5,6.5
1x8r,6.12
1x8j,6.96
1x8t,7.8
1xap,8.7
1x9d,3.96
1x81,9.19
1xbb,5.3
1xbc,7.92
1xb7,6.22
1xdg,7.3
1xdd,6.7
1xbo,6.04
1xff,4.82
1xd0,7.12
1x70,7.74
1xgi,4.85
1xgj,6.0
1xh3,5.51
1xh4,7.47
1xge,4.68
1xh6,7.32
1xh5,5.47
1xh7,6.82
1xk5,6.0
1xhm,6.33
1xh8,5.77
1xh9,7.77
1xfv,3.89
1xk9,6.85
1xjd,9.48
1xka,6.88
1xlx,7.6
1xhy,6.18
1xlz,6.02
1xkk,8.52
1xm4,10.39
1xm6,6.38
1xmy,7.3
1xn0,6.24
1xnx,6.38
1xmu,9.08
1xn2,10.52
1xn3,7.4
1xnz,6.62
1xo2,6.07
1xog,6.39
1xoe,7.39
1xom,7.96
1xon,10.68
1xow,9.28
1xos,4.7
1xoq,9.17
1xoz,8.92
1xor,6.41
1xp0,9.0
1xpz,7.08
1xp1,9.3
1xp6,9.4
1xot,5.42
1xp9,8.89
1xq0,6.34
1xsc,4.3
1xqc,7.2
1xt3,5.7
1xr8,6.7
1xs7,7.6
1xr9,7.15
1xpc,8.77
1xuc,7.14
1xug,7.05
1xt8,6.85
1xuo,7.16
1xud,8.1
1xws,8.0
1xxe,5.41
1xur,5.18
1xzx,10.22
1xz8,4.52
1y0l,9.0
1y19,6.77
1y0x,8.7
1y1m,1.82
1y1z,3.08
1y20,5.32
1y2b,4.09
1y2d,5.7
1y2c,6.57
1y2f,4.92
1y2g,4.08
1y2e,6.8
1y2a,7.34
1y2j,7.48
1y2h,7.25
1y3g,7.4
1y3w,5.77
1y2k,7.68
1y3n,5.55
1y3x,5.14
1y3v,5.64
1y3y,5.64
1y3p,4.82
1y6a,7.66
1y6b,7.42
1y57,5.79
1y6q,11.7
1y98,5.43
1y6r,10.11
1y91,7.23
1yc1,6.17
1ybo,3.8
1yc4,6.55
1y3a,5.41
1ycm,8.0
1yc5,3.0
1y8o,5.89
1y8p,6.08
1yda,6.55
1yci,4.08
1ydb,8.24
1ydd,7.07
1ya4,4.82
1y4z,7.24
1ydr,5.52
1ydk,5.89
1yds,5.92
1yet,5.92
1ydt,7.32
1yei,7.46
1yhs,8.0
1yk7,7.72
1yi3,5.4
1yej,7.46
1ybg,4.8
1yly,7.82
1yhm,3.83
1ykr,6.25
1ym1,6.24
1yfz,4.35
1yms,5.92
1ynd,8.44
1yid,5.0
1ymx,4.85
1ym2,8.0
1ym4,7.41
1you,9.06
1yp9,5.11
1yon,4.21
1ype,8.1
1ypg,8.0
1ypj,7.02
1yqj,8.14
1ysg,3.52
1yrs,6.35
1ysi,7.44
1yt7,9.89
1yq7,7.09
1yt9,8.3
1yvm,6.4
1yqy,7.62
1yvh,7.37
1ykp,2.96
1ylv,2.7
1yw2,6.85
1yvf,7.0
1ywi,3.43
1yw7,5.85
1yvx,5.1
1yy6,6.07
1ywr,7.89
1yw8,8.0
1yvz,5.36
1yy4,8.6
1yyy,5.09
1yye,8.57
1yyr,6.29
1yys,6.33
1z1h,8.4
1z1r,9.22
1z3c,4.0
1yxd,5.3
1yz3,8.81
1z3j,8.0
1z3t,3.94
1z4o,4.52
1z4n,4.52
1z3v,4.11
1z6d,2.34
1z5m,7.52
1z4u,7.15
1z6f,4.89
1z6e,9.72
1z6s,4.34
1z2b,6.4
1z6j,8.03
1z71,9.18
1z34,3.38
1z95,7.12
1z9g,5.64
1z9y,7.19
1zaf,7.7
1z9h,3.0
1zc9,3.22
1z6p,6.05
1zd2,3.3
1zd3,3.3
1ywh,7.79
1z6q,6.7
1zdp,5.74
1ze8,7.68
1zaj,5.1
1zeo,6.68
1zea,5.22
1zd4,3.6
1zfp,7.59
1zfk,7.92
1zd5,4.87
1zfq,7.52
1zgi,5.34
1zgv,6.0
1zh7,6.3
1zge,7.3
1zhk,4.45
1zkl,5.09
1zm6,4.35
1zhl,5.0
1zky,6.25
1zp5,2.92
1zkk,4.48
1zgb,8.06
1zm7,3.0
1zp8,8.77
1zom,7.52
1zpa,8.4
1zoe,7.4
1zkn,4.51
1zog,7.15
1zpb,6.07
1zrz,5.24
1zpc,6.6
1zs0,6.15
1zoh,7.0
1zsf,9.92
1zsb,0.6
1zsr,9.82
1zub,6.57
1ztq,8.89
1zsh,7.07
1zvx,9.22
1zxc,8.1
1zhy,6.52
1zyj,5.82
1zz1,6.02
1zz3,6.54
1zuc,8.77
220l,3.4
223l,3.4
1zz2,5.22
2a0t,4.82
1zzz,5.14
2a0c,7.3
2a29,2.85
2a25,4.62
1zxv,6.1
2a14,5.7
2a2x,7.69
2a2g,7.0
2a3i,6.05
2a3a,2.82
2a3b,3.33
2a4g,7.18
2a3c,4.43
2a4l,6.4
2a4q,7.18
2a4w,8.29
2a4r,7.82
2a4m,4.52
1zzl,8.3
2a3w,5.42
2a3x,6.92
2a4z,6.6
2a5b,3.93
2a5s,6.7
1zyr,5.74
2a58,4.92
2a5c,4.62
2a8h,7.17
2a8g,3.69
2aa6,9.41
2aac,2.22
2aa9,2.92
2aay,2.92
2ada,13.0
2adu,7.74
1xxi,5.52
2adm,5.7
2a5u,8.1
2ael,6.29
1xxh,6.11
2ai8,6.8
2afx,5.15
2ai7,6.4
2afw,4.77
2aia,5.41
2aie,5.66
2aez,2.46
2aei,7.07
2aeb,8.3
2aig,5.0
2al5,8.4
2alv,4.15
2agv,7.7
2ajb,5.5
2am1,6.0
2aj8,6.2
2ajd,10.8
2ama,8.0
2am9,8.41
2am2,5.1
2an5,5.68
2ank,7.33
2am4,3.72
2ajl,7.89
2amt,4.44
2ao6,9.28
2ans,5.92
2anl,6.96
2anm,8.74
2aod,5.66
2aoc,4.89
2aoe,7.62
2aog,6.28
2aoh,4.44
2aof,4.55
2aoi,4.01
2aoj,4.66
2aov,7.04
2aou,7.73
2aox,7.42
2aow,7.42
2aqu,9.32
2arm,7.68
2asu,9.0
2aq7,3.3
2auc,4.08
2aqb,3.3
2aux,9.3
2auz,9.46
2aq9,7.3
2avm,5.7
2ath,6.82
2avo,8.85
2avq,4.39
2avs,7.57
2avv,9.26
2avi,15.22
2amv,8.8
2axi,6.85
2aw1,7.37
2ax6,7.57
2ax9,9.52
2ay2,1.88
2ay3,3.55
2ay4,2.91
2ay1,2.29
2ate,7.07
2ayp,8.15
2ay5,2.59
2ay7,2.3
2az9,7.66
2ay6,3.11
2az8,8.22
2ayr,9.29
2azb,7.19
2azc,6.74
2azm,5.66
2ay8,2.24
2ay9,2.16
2b17,6.21
2b1r,1.0
2az5,5.27
2b1q,1.59
2azr,3.64
2b07,6.43
2b1p,8.52
2b1v,5.74
2b1z,7.1
2b4l,4.77
2b4m,3.53
2b2v,4.77
2b52,8.1
2b53,6.22
2b55,7.02
2b54,7.7
2b7a,9.0
2b7f,7.3
2b7d,8.7
2b1g,6.64
2b8l,7.82
2b8v,7.01
2baj,8.4
2b1i,6.82
2bak,7.43
2b9a,8.05
2b5j,9.1
2bal,6.31
2bba,7.15
2bb7,5.67
2bbb,8.62
2bcd,10.22
2bdl,7.82
2bdf,7.17
2bdj,9.35
2bdy,7.77
2bfq,6.89
2bet,2.77
2ban,9.0
2bes,4.24
2bfr,5.25
2bgd,5.0
2bge,2.8
2bj4,4.47
2bjm,3.7
2bkt,7.64
2bmc,7.57
2be2,8.7
2bmg,7.74
2bks,7.43
2bmv,2.0
2bed,8.15
2bmz,3.7
2bkz,8.15
2boi,4.32
2bmk,5.62
2bok,6.55
2boj,5.77
2bow,4.0
2boh,8.52
2bpv,7.67
2bpx,9.4
2bpy,7.4
2bqv,8.05
2bq7,7.05
2bq6,10.15
2bpm,8.7
2br6,2.96
2br1,5.14
2bo4,4.61
2bqw,8.52
2brb,4.86
2brc,5.05
2brg,5.21
2brh,4.64
2brm,5.89
2brn,5.26
2bt9,6.19
2btr,7.02
2bts,7.7
2bv4,3.22
2bgn,5.7
2brp,4.0
2buv,4.0
2br8,7.49
2bve,3.67
2bu5,7.78
2bvd,6.0
2bub,7.05
2bw7,5.7
2bvr,3.7
2bvs,4.1
2bvx,8.7
2bua,4.52
2byh,6.59
2bxt,8.52
2bxu,7.15
2byi,6.34
2bz5,6.15
2bz8,5.6
2bz6,7.09
2bza,2.8
2bzz,6.43
2c02,4.04
2buc,7.0
2byr,8.55
2bys,9.52
2c0o,5.91
2byp,9.06
2c1n,4.11
2c1b,6.4
2c2l,5.55
2c1a,6.77
2c3i,7.6
2c3j,6.18
2c3l,5.07
2c3k,7.59
2c1q,13.0
2c1p,5.4
2c4v,2.6
2c4w,4.7
2c4g,5.94
2c5x,6.6
2c5o,5.19
2c4f,7.7
2c5y,6.6
2c6e,9.1
2c68,5.74
2c69,4.59
2c6i,4.96
2c6k,6.14
2c6m,6.46
2c57,3.43
2c6l,6.57
2c6o,8.22
2c6n,6.88
2c80,5.33
2c6g,3.37
2c8w,8.43
2c6c,7.52
2c8x,6.66
2c90,3.48
2ad5,3.96
2c8y,4.0
2c93,4.92
2c9b,5.54
2c9d,6.32
2ca8,4.66
2c92,5.68
2cbs,8.22
2cbr,6.85
2c94,6.82
2c97,6.14
2cbj,8.27
2cbz,3.93
2cbu,5.68
2cbv,5.48
2ccb,7.45
2ccs,5.7
2cct,5.02
2ccu,6.13
2cem,7.92
2cej,8.62
2cc7,8.01
2cen,8.3
2ceo,10.0
2ceq,7.28
2ces,7.25
2ce9,6.03
2cer,9.22
2cex,4.7
2cet,8.02
2cf9,7.82
2cf8,8.1
2cgf,6.41
2cgr,7.28
2cgu,4.87
2cgv,4.56
2cgw,4.76
2cgx,4.81
2chm,8.26
2c9t,7.48
2ci9,7.22
2cfd,7.49
2cia,6.43
2cfg,7.44
2cji,8.22
2chw,4.77
2cht,5.52
2ckm,8.82
2chx,7.74
2chz,7.8
2clk,3.79
2clv,7.88
2cle,3.55
2clf,3.55
2clx,4.88
2clh,4.06
2cm7,6.68
2cli,4.3
2cm8,5.87
2cll,4.3
2cma,6.73
2cmb,7.19
2cn0,7.66
2cmc,5.76
2cmo,6.4
2cn8,5.46
2cmf,7.55
2cne,8.77
2co0,5.48
2cnf,6.62
2clo,4.06
2clm,3.55
2cng,6.96
2cni,7.68
2ctc,3.89
2d0k,5.02
2csm,4.3
2d06,4.08
2cv3,6.57
2cnh,7.23
2d1n,8.15
2d1x,5.1
2d2v,1.0
2d1o,7.7
2cvd,6.1
2dbl,8.7
2df6,5.98
2csn,4.41
2ddf,7.39
2d3u,6.92
2dq7,8.32
2dri,6.89
2d3z,6.64
2doo,7.17
2d41,6.82
2drc,9.89
2dua,4.77
2duv,7.06
2dwx,3.74
2ds1,8.47
2e27,9.35
2e1w,7.96
2dxs,7.34
2e2b,7.96
2dw7,4.7
2e5y,5.85
2bro,5.85
2e2r,8.26
2bgr,3.6
2e2p,4.74
2e7f,6.1
2e7l,7.54
2e98,6.23
2e93,6.96
2e91,6.59
2e92,6.89
2e99,6.16
2e94,8.0
2e9a,6.04
2e9d,5.89
2e95,7.1
2e9n,8.21
2e9c,5.96
2e9o,7.7
2e9u,8.1
2e9v,7.9
2ea2,7.8
2ei6,7.39
2emt,6.7
2ea4,7.34
2eg8,4.5
2er0,6.38
2eh8,7.96
2er9,7.4
2er6,7.22
2eg7,5.89
2etm,6.67
2erz,5.66
2euk,6.6
2euf,7.82
2eep,7.06
2eum,6.7
2evc,6.54
2evl,6.7
2etk,6.82
2esm,6.28
2ew5,5.9
2etr,6.82
2evm,6.16
2ew6,4.97
2epn,7.22
2c5n,6.66
2exg,4.3
2ewy,6.15
2ez5,5.52
2evo,7.17
2ewa,7.94
2ewp,7.1
2exm,4.11
2ez7,4.36
2exc,6.63
2ews,6.62
2f0z,4.77
2f10,3.48
2f1g,7.54
2f01,13.0
2f14,9.19
2f35,5.4
2f34,6.89
2f2c,6.35
2f3k,7.89
2f3e,6.81
2f1a,3.14
2f3f,6.72
2f4b,7.3
2f18,4.1
2f5t,5.17
2f4j,5.66
2f6t,4.62
2f6v,4.43
2f6j,5.57
2f6y,3.87
2f70,4.47
2f6z,5.32
2f71,5.6
2f80,8.18
2f7i,7.1
2ccc,7.76
2f3r,6.3
2f81,10.52
2f8g,8.7
2f8i,7.26
2f89,6.48
2f9b,6.52
2ewb,6.1
2f7o,7.44
2f9u,7.39
2f9v,7.82
2f7p,6.6
2fci,7.15
2fb8,9.8
2fai,6.24
2f94,6.71
2fah,1.3
2fda,6.3
2f9k,7.07
2fdd,8.32
2fde,9.15
2feq,8.86
2fgu,9.18
2fdp,7.59
2fes,9.01
2fgv,6.12
2ff1,8.21
2fgi,7.34
2ff2,8.21
2fjm,6.85
2fjn,7.41
2fj0,7.66
2fkf,2.92
2fgh,6.55
2fky,8.59
2fhy,5.96
2fl2,8.7
2fl5,8.74
2fix,6.24
2fle,7.85
2f2h,5.7
2fl6,7.42
2fie,5.46
2flh,3.97
2flb,5.74
2flu,7.7
2fm2,8.15
2f1b,3.0
2flr,6.1
2fjp,8.37
2fme,6.98
2fmb,8.7
2fov,7.55
2fou,7.1
2foy,6.92
2fo4,7.22
2fqo,6.43
2fqw,6.68
2fqt,6.14
2fpz,3.96
2fr3,8.7
2fqx,7.15
2fqy,6.57
2fsa,5.3
2ftd,10.39
2fr8,3.15
2fm0,9.4
2frd,4.54
2fm5,7.37
2fum,6.1
2fs9,8.52
2fu8,4.7
2fuu,5.57
2fv9,7.22
2fv5,11.7
2fs8,7.6
2fsv,4.6
2fwz,7.3
2fvd,8.52
2fvc,7.49
2fx6,3.7
2fw3,6.42
2fwy,6.7
2fq6,7.1
2fx8,6.52
2fx7,7.7
2fxs,6.06
2fx9,7.77
2fw6,2.92
2fxu,8.15
2fxv,5.35
2fwp,2.92
2fys,4.36
2fzz,10.52
2g00,9.74
2g01,5.91
2fxr,7.6
2g19,5.85
2g1q,7.36
2fyv,3.52
2g1r,7.7
2g0g,6.29
2g24,5.4
2g0h,7.64
2g1y,7.05
2g6p,6.22
2g2r,7.89
2g5u,8.49
2g6q,5.82
2g5p,8.42
2g70,7.77
2g63,8.17
2g5t,9.09
2g78,6.92
2g72,6.5
2g71,7.46
2g79,6.92
2g8r,3.99
2g83,5.92
2g8n,7.2
2fzk,3.6
2fzg,3.38
2g94,9.52
2g97,6.82
2g9x,7.35
2ga2,5.52
2g96,4.28
2g9r,6.08
2gc8,5.51
2fzc,2.7
2gcd,5.52
2g9u,6.08
2g9v,5.92
2g9q,6.4
2gd8,7.41
2gdo,9.49
2gde,8.24
2gfa,4.98
2gej,6.64
2gbf,7.92
2gbg,7.25
2gfj,3.82
2gek,7.52
2gbi,8.52
2gfk,4.52
2gfd,6.28
